Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire;Code NREF
2042-RICI;20;IN;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Equipements de production d'énergie utilisant une source d'énergie renouvelable - Equipements de chauffage ou de fourniture d'eau chaude sanitaire fonctionnant à l'énergie hydraulique;10 numérique;1307AZ
2042-RICI;20;IO;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Equipements de production d'énergie utilisant une source d'énergie renouvelable - Systèmes de production d'électricité utilisant l'énergie hydraulique ou la biomasse;10 numérique;1307BB
2042-RICI;20;IP;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Autres dépenses - Diagnostic de performance énergétique;10 numérique;1307BC
2042-RICI;20;IQ;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Autres dépenses - Equipements de raccordement à un réseau de chaleur et droits ou frais y afférents;10 numérique;1307BD
2042-RICI;20;IR;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Autres dépenses - Compteurs individuels de chauffage ou d'eau chaude sanitaire installés dans un immeuble collectif;10 numérique;1307BE
2042-RICI;20;IS;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Autres dépenses - Système de charge pour véhicules électriques;10 numérique;1307BF
2042-RICI;20;IT;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Autres dépenses - Equipements installés dans les logements situés dans les départements d'outre-mer - Equipements de raccordement à un réseau de froid et droits ou frais y afférents;10 numérique;1307BH
2042-RICI;20;IU;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Autres dépenses - Equipements installés dans les logements situés dans les départements d'outre-mer - Equipements ou matériaux de protection des parois vitrées ou opaques contre les rayonnements solaires;10 numérique;1307BK
2042-RICI;20;IV;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Autres dépenses - Equipements installés dans les logements situés dans les départements d'outre-mer - Equipements visant à l'optimisation de la ventilation naturelle (ventilateur de plafond);10 numérique;1307BL
2042-RICI;20;JA;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Economies d'énergie - Chaudières à très haute performance énergétique (sauf chaudières utilisant le fioul);10 numérique;1307AA
2042-RICI;20;JC;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Isolation thermique - Matériaux d'isolation thermique des parois vitrées (fenêtres, portes-fenêtres...) venant en remplacement de simples vitrages - Total des dépenses (Devis signé et acompte versé du 1.1 au 30.6.2018);10 numérique;1307AP
2042-RICI;20;JD;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Equipements de production d'énergie utilisant une source d'énergie renouvelable - Pompes à chaleur (autres que air/air) destinées à la production d'eau chaude sanitaire (chauffe-eaux thermodynamiques);10 numérique;1307AS
2042-RICI;20;JE;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Autres dépenses - Audit énergétique;10 numérique;1307BM
2042-RICI;20;KA;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Economies d'énergie - Chaudières à micro-cogénération gaz;10 numérique;1307AB
2042-RICI;20;KC;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Equipements de production d'énergie utilisant une source d'énergie renouvelable - Dépenses de pose d'équipement de chauffage ou de fourniture d'eau chaude utilisant une source d'énergie renouvelable, de systèmes de fourniture d'électricité utilisant l'énergie hydraulique ou la biomasse et de pompes à chaleur autres que air/air;10 numérique;1307BN
2042-RICI;20;KD;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Autres dépenses - Dépose d'une cuve à fioul;10 numérique;1307BQ
2042-RICI;20;LA;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2019 - Isolation thermique - Matériaux d'isolation thermique des parois vitrées (fenêtres, portes-fenêtres...) venant en remplacement de simples vitrages - Nombre de fenêtres ou de portes-fenêtres;10 numérique;1307AT
2042-RICI;20;MA;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Isolation thermique - Matériaux d'isolation thermique des parois vitrées (fenêtres, portes-fenêtres...) venant en remplacement de simples vitrages - Nombre de fenêtres ou portes-fenêtres - Logement individuel;10 numérique;1307AK
2042-RICI;20;MB;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Isolation thermique - Matériaux d'isolation thermique des parois vitrées (fenêtres, portes-fenêtres...) venant en remplacement de simples vitrages - Total des dépenses - Logement individuel;10 numérique;1307AL
2042-RICI;20;MC;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Isolation thermique - Matériaux d'isolation thermique des murs par l'intérieur, des toitures et plafonds de combles -  nombre de m2 - Logement individuel;10 numérique;1307AM
2042-RICI;20;MD;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Isolation thermique - Matériaux d'isolation thermique des murs par l'intérieur, des toitures et plafonds de combles -  nombre de m2 - Parties communes;10 numérique;1307CC
2042-RICI;20;ME;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Isolation thermique - Matériaux d'isolation thermique des parois vitrées (fenêtres, portes-fenêtres) venant en remplacement de simples vitrages - Quote-part correspondant au logement (en pourcentage) - Parties communes;10 numérique;1307CG
2042-RICI;20;MF;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Isolation thermique - Matériaux d'isolation thermique des murs par l'intérieur, des toitures et plafonds de combles -  Montant de la dépense - Logement individuel;10 numérique;1307AN
2042-RICI;20;MG;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Isolation thermique - Matériaux d'isolation thermique des murs par l'intérieur, des toitures et plafonds de combles -  Montant de la dépense - Parties communes;10 numérique;1307CK
2042-RICI;20;MH;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Isolation thermique - Matériaux d'isolation thermique des murs par l'extérieur et des toitures-terrasses - Nombre de m2 - Logement individuel;10 numérique;1307AO
2042-RICI;20;MI;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Isolation thermique - Matériaux d'isolation thermique des murs par l'extérieur et des toitures-terrasses - Nombre de m2 - Parties communes;10 numérique;1307CN
2042-RICI;20;MJ;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Isolation thermique - Matériaux d'isolation thermique des murs par l'extérieur et des toitures-terrasses - Quote-part correspondant au logement (en pourcentage) - Parties communes;10 numérique;1307CU
2042-RICI;20;MK;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Isolation thermique - Matériaux d'isolation thermique des murs par l'extérieur et des toitures-terrasses - Montant de la dépense - Logement individuel;10 numérique;1307AQ
2042-RICI;20;ML;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Isolation thermique - Matériaux d'isolation thermique des murs par l'extérieur et des toitures-terrasses - Montant de la dépense - Parties communes;10 numérique;1307DA
2042-RICI;20;MM;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Equipement de chauffage ou de fourniture d'eau chaude sanitaire fonctionnant au bois ou autres biomasses ou à l'énergie solaire thermique - Chaudières à alimentation automatique ou fonctionnant au bois ou autres biomasses - Logement individuel;10 numérique;1307BR
2042-RICI;20;MN;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Equipement de chauffage ou de fourniture d'eau chaude sanitaire fonctionnant au bois ou autres biomasses ou à l'énergie solaire thermique - Chaudières à alimentation automatique ou fonctionnant au bois ou autres biomasses - Parties communes;10 numérique;1307DD
2042-RICI;20;MO;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Equipement de chauffage ou de fourniture d'eau chaude sanitaire fonctionnant au bois ou autres biomasses ou à l'énergie solaire thermique - Chaudières à alimentation manuelle fonctionnant au bois ou autres biomasses - Logement individuel;10 numérique;1307BV
2042-RICI;20;MP;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Equipement de chauffage ou de fourniture d'eau chaude sanitaire fonctionnant au bois ou autres biomasses ou à l'énergie solaire thermique - Chaudières à alimentation manuelle fonctionnant au bois ou autres biomasses - Parties communes;10 numérique;1307DF
2042-RICI;20;MQ;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Equipement de chauffage ou de fourniture d'eau chaude sanitaire fonctionnant au bois ou autres biomasses ou à l'énergie solaire thermique - Systèmes solaires combinés - Logement individuel;10 numérique;1307BX
2042-RICI;20;MR;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Equipement de chauffage ou de fourniture d'eau chaude sanitaire fonctionnant au bois ou autres biomasses ou à l'énergie solaire thermique - Chauffe-eaux solaires individuels - Logement individuel;10 numérique;1307BY
2042-RICI;20;MS;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Equipement de chauffage ou de fourniture d'eau chaude sanitaire fonctionnant au bois ou autres biomasses ou à l'énergie solaire thermique - Poêles à granulés et cuisinières à granulés - Logement individuel;10 numérique;1307EH
2042-RICI;20;MT;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Equipement de chauffage ou de fourniture d'eau chaude sanitaire fonctionnant au bois ou autres biomasses ou à l'énergie solaire thermique - Poêles à bûches et cuisinières à bûches - Logement individuel;10 numérique;1307EM
2042-RICI;20;MU;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Equipement de chauffage ou de fourniture d'eau chaude sanitaire fonctionnant au bois ou autres biomasses ou à l'énergie solaire thermique - Foyers fermés et inserts à bûches ou granulés - Logement individuel;10 numérique;1307AW
2042-RICI;20;MV;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Equipement de chauffage ou de fourniture d'eau chaude sanitaire fonctionnant au bois ou autres biomasses ou à l'énergie solaire thermique - Equipement de chauffage ou de production d'eau chaude fonctionnant avec des capteurs solaires hybrides thermiques et électriques à circulation de liquide - Logement individuel;10 numérique;1307EQ
2042-RICI;20;MW;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Equipement de chauffage ou de fourniture d'eau chaude sanitaire fonctionnant au bois ou autres biomasses ou à l'énergie solaire thermique - Equipement de fourniture d'eau chaude sanitaire seule fonctionnant à l'énergie solaire thermique - Parties communes;10 numérique;1307DH
2042-RICI;20;MX;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Pompes à chaleur autres que air/air - Pompes à chaleur géothermiques - Logement individuel;10 numérique;1307ER
2042-RICI;20;MY;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Pompes à chaleur autres que air/air - Pompes à chaleur géothermiques - Parties communes;10 numérique;1307DK
2042-RICI;20;MZ;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Pompes à chaleur autres que air/air - Pompes à chaleur air/eau - Logement individuel;10 numérique;1307EU
2042-RICI;20;OA;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Pompes à chaleur autres que air/air - Pompes à chaleur air/eau - Parties communes;10 numérique;1307DM
2042-RICI;20;OB;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Pompes à chaleur autres que air/air - Pompes à chaleur dédiées à la production d'eau chaude sanitaire - Logement individuel;10 numérique;1307EV
2042-RICI;20;OC;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Pompes à chaleur autres que air/air - Pompes à chaleur dédiées à la production d'eau chaude sanitaire - Parties communes;10 numérique;1307DN
2042-RICI;20;OD;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Equipements de raccordement à un réseau de chaleur ou de froid et droits ou frais y afférents - Logement individuel;10 numérique;1307EW
2042-RICI;20;OE;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Equipements de raccordement à un réseau de chaleur ou de froid et droits ou frais y afférents - Parties communes;10 numérique;1307DU
2042-RICI;20;OF;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Système de charge pour véhicules électriques - Logement individuel;10 numérique;1307EX
2042-RICI;20;OG;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Système de charge pour véhicules électriques - Parties communes;10 numérique;1307DV
2042-RICI;20;OH;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Audit énergétique - Logement individuel;10 numérique;1307FC
2042-RICI;20;OI;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Audit énergétique - Parties communes;10 numérique;1307GP
2042-RICI;20;OJ;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Dépose de cuve à fioul - Logement individuel;10 numérique;1307FD
2042-RICI;20;OK;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Dépose de cuve à fioul - Parties communes;10 numérique;1307GT
2042-RICI;20;OL;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Equipements de ventilation mécanique contrôlée à double flux - Logement individuel;10 numérique;1307FE
2042-RICI;20;OM;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Equipements de ventilation mécanique contrôlée à double flux - Parties communes;10 numérique;1307GV
2042-RICI;20;ON;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Equipements ou matériaux de protection des parois vitrées ou opaques contre les rayonnements solaires dans les départements d'outre-mer - Nombre de m2 - Logement individuel;10 numérique;1307FA
2042-RICI;20;OO;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Equipements ou matériaux de protection des parois vitrées ou opaques contre les rayonnements solaires dans les départements d'outre-mer - Nombre de m2 - Parties communes;10 numérique;1307DX
2042-RICI;20;OP;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Equipements ou matériaux de protection des parois vitrées ou opaques contre les rayonnements solaires dans les départements d'outre-mer - Quote-part correspondant au logement (en pourcentage) - Parties communes;10 numérique;1307GI
2042-RICI;20;OQ;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Equipements ou matériaux de protection des parois vitrées ou opaques contre les rayonnements solaires dans les départements d'outre-mer - Montant de la dépense - Logement individuel;10 numérique;1307FB
2042-RICI;20;OR;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Autres dépenses - Equipements ou matériaux de protection des parois vitrées ou opaques contre les rayonnements solaires dans les départements d'outre-mer - Montant de la dépense - Parties communes;10 numérique;1307GK
2042-RICI;20;OS;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Bouquet de travaux pour une maison individuelle - Nombre de m2 de surface habitable - Logement individuel;10 numérique;1307FZ
2042-RICI;20;OT;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 - Bouquet de travaux pour une maison individuelle - Montant de la dépense - Logement individuel;10 numérique;1307GH
2042-RICI;20;OU;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Economies d'énergie - Chaudières à haute performance énergétique (sauf chaudières utilisant le fioul);10 numérique;1307AU
2042-RICI;20;OV;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Economies d'énergie - Chaudières à très haute performance énergétique utilisant le fioul (Devis signé et acompte versé du 1.1 au 30.6.2018);10 numérique;1307BA
2042-RICI;20;OW;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Economies d'énergie - Chaudières à micro-cogénération gaz - Devis accepté et acompte versé en 2018;10 numérique;1307BG
2042-RICI;20;OX;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Economies d'énergie - Appareils de régulation du chauffage, matériaux de calorifugeage;10 numérique;1307BJ
2042-RICI;20;OY;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Isolation thermique - Matériaux d'isolation thermique des parois opaques (acquisition et pose), murs donnant sur l'extérieur, toitures et planchers bas sur sous-sol, sur vide sanitaire ou sur passage ouvert;10 numérique;1307BO
2042-RICI;20;OZ;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Isolation thermique - Matériaux d'isolation thermique des parois vitrées (fenêtres, portes-fenêtres...) venant en remplacement de simples vitrages - Total des dépenses (Devis signé et acompte versé du 1.1 au 30.6.2018);10 numérique;1307BP
2042-RICI;20;PA;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Equipements de production d'énergie utilisant une source d'énergie renouvelable - Equipements de chauffage ou de production d'eau chaude fonctionnant au bois ou autres biomasses;10 numérique;1307BS
2042-RICI;20;PB;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Equipements de production d'énergie utilisant une source d'énergie renouvelable - Pompes à chaleur air/eau ou géothermiques dont la finalité essentielle est la production de chaleur (y compris le coût de la pose de l'échangeur de chaleur souterrain des pompes à chaleur géothermiques);10 numérique;1307BT
2042-RICI;20;PC;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Equipements de production d'énergie utilisant une source d'énergie renouvelable - Pompes à chaleur (autres que air/air) destinées à la production d'eau chaude sanitaire (chauffe-eaux thermodynamiques);10 numérique;1307BU
2042-RICI;20;PD;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Equipements de production d'énergie utilisant une source d'énergie renouvelable - Equipements de chauffage ou de fourniture d'eau chaude sanitaire fonctionnant à l'énergie solaire et dotés de capteurs solaires;10 numérique;1307BW
2042-RICI;20;PE;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Equipements de production d'énergie utilisant une source d'énergie renouvelable - Equipements de chauffage ou de fourniture d'eau chaude sanitaire fonctionnant à l'énergie hydraulique;10 numérique;1307CA
2042-RICI;20;PF;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Equipements de production d'énergie utilisant une source d'énergie renouvelable - Systèmes de production d'électricité utilisant l'énergie hydraulique ou la biomasse;10 numérique;1307CJ
2042-RICI;20;PG;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Autres dépenses - Diagnostic de performance énergétique;10 numérique;1307CO
2042-RICI;20;PH;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Autres dépenses - Audit énergétique;10 numérique;1307CP
2042-RICI;20;PI;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Autres dépenses - Equipements de raccordement à un réseau de chaleur et droits ou frais y afférents;10 numérique;1307CS
2042-RICI;20;PJ;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Autres dépenses - Compteurs individuels de chauffage ou d'eau chaude sanitaire installés dans un immeuble collectif;10 numérique;1307CT
2042-RICI;20;PK;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Autres dépenses - Système de charge pour véhicules électriques;10 numérique;1307CW
2042-RICI;20;PL;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Autres dépenses - Equipements installés dans les logements situés dans les départements d'outre-mer - Equipements de raccordement à un réseau de froid et droits ou frais y afférents;10 numérique;1307DC
2042-RICI;20;PM;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Autres dépenses - Equipements installés dans les logements situés dans les départements d'outre-mer - Equipements ou matériaux de protection des parois vitrées ou opaques contre les rayonnements solaires;10 numérique;1307DE
2042-RICI;20;PN;MOA;C516.5004.01;NON;;Valeur;Dépenses pour la transition énergétique payées en 2020 pour lesquelles un devis a été accepté et un acompte versé en 2018 - Autres dépenses - Equipements installés dans les logements situés dans les départements d'outre-mer - Equipements visant à l'optimisation de la ventilation naturelle (ventilateur de plafond);10 numérique;1307DJ
2042-DSI;20;AA;CCI;C889.7111.01;NON;TBX;Valeur;Vous êtes affilié à la sécurité sociale en tant que travailleur indépendant ou profession libérale - Déclarant 1;;10DSAE
2042-DSI;20;AB;CCI;C889.7111.01;NON;TBX;Valeur;Vous êtes affilié à la sécurité sociale en tant que travailleur indépendant ou profession libérale - Déclarant 2;;10DSAF
2042-DSI;20;AD;MOA;C516.5004.01;NON;;Valeur;Revenus agricoles - Micro BA - Plus-values à court terme exonérées art. 151 septies, 151 septies A, 238 quindecies du CGI - Déclarant 1;10 numérique;10DSAC
2042-DSI;20;AE;MOA;C516.5004.01;NON;;Valeur;Revenus agricoles - Micro BA - Plus-values à court terme exonérées art. 151 septies, 151 septies A, 238 quindecies du CGI - Déclarant 2;10 numérique;10DSAD
2042-DSI;20;AF;MOA;C516.5004.01;NON;;Valeur;Revenus agricoles - Bénéfice réel - Revenus exonérés : intéressement participation, abondement PEE, PERCO - Déclarant 1;10 numérique;10DSPC
2042-DSI;20;AG;MOA;C516.5004.01;NON;;Valeur;Revenus agricoles - Bénéfice réel - Revenus exonérés : intéressement participation, abondement PEE, PERCO - Déclarant 2;10 numérique;10DSPD
2042-DSI;20;AH;MOA;C516.5004.01;NON;;Valeur;Revenus agricoles - Bénéfice réel - Plus-values à court terme exonérées art. 151 septies, 151 septies A, 238 quindecies du CGI - Déclarant 1;10 numérique;10DSTC
2042-DSI;20;AI;MOA;C516.5004.01;NON;;Valeur;Revenus agricoles - Bénéfice réel - Plus-values à court terme exonérées art. 151 septies, 151 septies A, 238 quindecies du CGI - Déclarant 2;10 numérique;10DSTD
2042-DSI;20;AJ;MOA;C516.5004.01;NON;;Valeur;Revenus industriels et commerciaux professionnels - Micro BIC - Plus-values à court terme exonérées art. 151 septies, 151 septies A, 238 quindecies du CGI - Déclarant 1;10 numérique;10DSBC
2042-DSI;20;AK;MOA;C516.5004.01;NON;;Valeur;Revenus industriels et commerciaux professionnels - Micro BIC - Plus-values à court terme exonérées art. 151 septies, 151 septies A, 238 quindecies du CGI - Déclarant 2;10 numérique;10DSBD
2042-DSI;20;AL;MOA;C516.5004.01;NON;;Valeur;Revenus industriels et commerciaux professionnels - Bénéfice réel - Revenus exonérés : intéressement participation, abondement PEE, PERCO - Déclarant 1;10 numérique;10DSPA
2042-DSI;20;AM;MOA;C516.5004.01;NON;;Valeur;Revenus industriels et commerciaux professionnels - Bénéfice réel - Revenus exonérés : intéressement participation, abondement PEE, PERCO - Déclarant 2;10 numérique;10DSPB
2042-DSI;20;AN;MOA;C516.5004.01;NON;;Valeur;Revenus industriels et commerciaux professionnels - Bénéfice réel - Plus-values à court terme exonérées art. 151 septies, 151 septies A, 238 quindecies du CGI et suramortissement - Déclarant 1;10 numérique;10DSTA
2042-DSI;20;AO;MOA;C516.5004.01;NON;;Valeur;Revenus industriels et commerciaux professionnels - Bénéfice réel - Plus-values à court terme exonérées art. 151 septies, 151 septies A, 238 quindecies du CGI et suramortissement - Déclarant 2;10 numérique;10DSTB
2042-DSI;20;AP;CCI;C889.7111.01;NON;TBX;Valeur;Revenus industriels et commerciaux non professionnels - Vos revenus sont soumis à cotisations sociales au titre du régime social des travailleurs indépendants - Déclarant 1;;10DSXA
2042-DSI;20;AQ;CCI;C889.7111.01;NON;TBX;Valeur;Revenus industriels et commerciaux non professionnels - Vos revenus sont soumis à cotisations sociales au titre du régime social des travailleurs indépendants - Déclarant 2;;10DSXB
2042-DSI;20;AR;MOA;C516.5004.01;NON;;Valeur;Revenus industriels et commerciaux non professionnels - Bénéfice réel - Revenus exonérés : intéressement participation, abondement PEE, PERCO - Déclarant 1;10 numérique;10DSRA
2042-DSI;20;AS;MOA;C516.5004.01;NON;;Valeur;Revenus industriels et commerciaux non professionnels - Bénéfice réel - Revenus exonérés : intéressement participation, abondement PEE, PERCO - Déclarant 2;10 numérique;10DSRB
2042-DSI;20;AT;MOA;C516.5004.01;NON;;Valeur;Revenus industriels et commerciaux non professionnels - Bénéfice réel - Suramortissement - Déclarant 1;10 numérique;10DSVA
2042-DSI;20;AU;MOA;C516.5004.01;NON;;Valeur;Revenus industriels et commerciaux non professionnels - Bénéfice réel - Suramortissement - Déclarant 2;10 numérique;10DSVB
2042-DSI;20;AV;CCI;C889.7111.01;NON;TBX;Valeur;Revenus des locations meublées non professionnelles - Vos revenus sont soumis à cotisations sociales au titre du régime social des travailleurs indépendants - Déclarant 1;10 numérique;10DSYA
2042-DSI;20;AW;CCI;C889.7111.01;NON;TBX;Valeur;Revenus des locations meublées non professionnelles - Vos revenus sont soumis à cotisations sociales au titre du régime social des travailleurs indépendants - Déclarant 2;10 numérique;10DSYB
